web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage,address,link_image-src
"1732652134-1192","https://www.expat-dakar.com/ordinateurs?page=118","Venant","HP","300 000 F Cfa","ELITEBOOK 830","Golf,
                                                                                Dakar",""
"1732652134-1193","https://www.expat-dakar.com/ordinateurs?page=118","Neuf","HP","150 000 F Cfa","Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8","Médina,
                                                                                Dakar",""
"1732652134-1194","https://www.expat-dakar.com/ordinateurs?page=118","Neuf","HP","450 000 F Cfa","Hp Zbook 15 Corei7 1To ssd Ram32 Nvidia 4Giga","Médina,
                                                                                Dakar",""
"1732652134-1195","https://www.expat-dakar.com/ordinateurs?page=118","Venant","Dell","85 000 F Cfa","Dell core i7 disc 500g ram 16g","Yoff,
                                                                                Dakar",""
"1732652134-1196","https://www.expat-dakar.com/ordinateurs?page=118","Venant","MSI","500 000 F Cfa","Msi Gamer Corei7 1To ssd Ram32 Rtx 8Giga","Médina,
                                                                                Dakar",""
"1732652134-1197","https://www.expat-dakar.com/ordinateurs?page=118","Neuf","HP","120 000 F Cfa","Hp EliteBook 840 Corei5 500Giga ram8Giga","Médina,
                                                                                Dakar",""
"1732652144-1198","https://www.expat-dakar.com/ordinateurs?page=117","Venant","HP","520 000 F Cfa","HP ELITEBOOK 630 G10","Plateau,
                                                                                Dakar",""
"1732652144-1199","https://www.expat-dakar.com/ordinateurs?page=117","Neuf","Apple","750 000 F Cfa","MacBook Air M3 2024 8Go 512Go","Dieuppeul,
                                                                                Dakar",""
"1732652144-1200","https://www.expat-dakar.com/ordinateurs?page=117","Venant","Dell","260 000 F Cfa","Dell Latitude 3510","Médina,
                                                                                Dakar",""
"1732652144-1201","https://www.expat-dakar.com/ordinateurs?page=117","Venant","Dell","125 000 F Cfa","DELL LATITUDE 3380 Laptop . SLIM,","Plateau,
                                                                                Dakar",""
"1732652144-1202","https://www.expat-dakar.com/ordinateurs?page=117","Neuf","HP","160 000 F Cfa","Hp840 g4 i5 tactile","Médina,
                                                                                Dakar",""
"1732652144-1203","https://www.expat-dakar.com/ordinateurs?page=117","Venant","Lenovo","330 000 F Cfa","Lenovo ThinkPad T14 G2","Plateau,
                                                                                Dakar",""
"1732652144-1204","https://www.expat-dakar.com/ordinateurs?page=117","Venant","Dell","230 000 F Cfa","DELL LATITUDE 5430 i5 12em Gen/16Go/512Go","Plateau,
                                                                                Dakar",""
"1732652144-1205","https://www.expat-dakar.com/ordinateurs?page=117","Neuf","Acer","480 000 F Cfa","Acer Nitro 5","Médina,
                                                                                Dakar",""
"1732652144-1206","https://www.expat-dakar.com/ordinateurs?page=117","Neuf","HP","750 000 F Cfa","HP AIO 27'' Touch core i7 16GB 512 W10","Médina,
                                                                                Dakar",""
"1732652144-1207","https://www.expat-dakar.com/ordinateurs?page=117","Neuf","HP","345 000 F Cfa","HP ALL IN ONE CORE I3 8GB 512 ECRAN 22POUCES","Médina,
                                                                                Dakar",""
"1732652154-1208","https://www.expat-dakar.com/ordinateurs?page=116","Venant","HP","330 000 F Cfa","Hp elitebook 845 G7","Plateau,
                                                                                Dakar",""
"1732652154-1209","https://www.expat-dakar.com/ordinateurs?page=116","Venant","HP","340 000 F Cfa","Hp elitebook DragonFly convertible","Plateau,
                                                                                Dakar",""
"1732652154-1210","https://www.expat-dakar.com/ordinateurs?page=116","Venant","Lenovo","250 000 F Cfa","Lenovo Thinkpad T14s","Plateau,
                                                                                Dakar",""
"1732652154-1211","https://www.expat-dakar.com/ordinateurs?page=116","Venant","HP","275 000 F Cfa","Hp probook x360 435G7","Plateau,
                                                                                Dakar",""
"1732652154-1212","https://www.expat-dakar.com/ordinateurs?page=116","Venant","HP","190 000 F Cfa","Hp pro X2","Plateau,
                                                                                Dakar",""
"1732652154-1213","https://www.expat-dakar.com/ordinateurs?page=116","Neuf","Apple","750 000 F Cfa","MacBook Air M3 13.3 Pouces Année 2024","Médina,
                                                                                Dakar",""
"1732652154-1214","https://www.expat-dakar.com/ordinateurs?page=116","Neuf","HP","375 000 F Cfa","💻 HP ZBook Studio G5 — Nvidia 4Go","Plateau,
                                                                                Dakar",""
"1732652154-1215","https://www.expat-dakar.com/ordinateurs?page=116","Neuf","Dell","425 000 F Cfa","💻 Dell Latitude 7440","Plateau,
                                                                                Dakar",""
"1732652154-1216","https://www.expat-dakar.com/ordinateurs?page=116","Neuf","Dell","425 000 F Cfa","📌 Dell XPS 13 2-in-1 9310","Plateau,
                                                                                Dakar",""
"1732652154-1217","https://www.expat-dakar.com/ordinateurs?page=116","Venant","Lenovo","325 000 F Cfa","Lenovo ThinkPad x1 Yoga G5 2-in-1","Plateau,
                                                                                Dakar",""
"1732652163-1218","https://www.expat-dakar.com/ordinateurs?page=115","Venant","Microsoft Surface","190 000 F Cfa","Surface pro 6","Plateau,
                                                                                Dakar",""
"1732652163-1219","https://www.expat-dakar.com/ordinateurs?page=115","Venant","Dell","100 000 F Cfa","Dell I5 8th tactile ordinateur portable","Guediawaye,
                                                                                Dakar",""
"1732652163-1220","https://www.expat-dakar.com/ordinateurs?page=115","Neuf","Dell","90 000 F Cfa","Ordinateur Dell","Yoff,
                                                                                Dakar",""
"1732652163-1221","https://www.expat-dakar.com/ordinateurs?page=115","Venant","HP","150 000 F Cfa","HP EliteBook 840 G3","Plateau,
                                                                                Dakar",""
"1732652163-1222","https://www.expat-dakar.com/ordinateurs?page=115","Venant","HP","350 000 F Cfa","HP ZBook Studio G5","Plateau,
                                                                                Dakar",""
"1732652163-1223","https://www.expat-dakar.com/ordinateurs?page=115","Venant","Lenovo","525 000 F Cfa","Lenovo ThinkPad P17 gen 1","Plateau,
                                                                                Dakar",""
"1732652163-1224","https://www.expat-dakar.com/ordinateurs?page=115","Neuf","Lenovo","200 000 F Cfa","LENOVO THINKPAD","Colobane,
                                                                                Dakar",""
"1732652163-1225","https://www.expat-dakar.com/ordinateurs?page=115","Venant","HP","250 000 F Cfa","Hp probook 445R G6","Plateau,
                                                                                Dakar",""
"1732652163-1226","https://www.expat-dakar.com/ordinateurs?page=115","Venant","ASUS","230 000 F Cfa","ASUS X415J Core i3 / 10ème Génération","Médina,
                                                                                Dakar",""
"1732652163-1227","https://www.expat-dakar.com/ordinateurs?page=115","Venant","HP","95 000 F Cfa","Hp Probook X360 11 G5 hybride 2in 1","Plateau,
                                                                                Dakar",""
"1732652172-1228","https://www.expat-dakar.com/ordinateurs?page=114","Venant","Dell","220 000 F Cfa","Dell Latitude 3510 - I5 10th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732652172-1229","https://www.expat-dakar.com/ordinateurs?page=114","Neuf","Apple","625 000 F Cfa","Mac Book Air Puce M3 2024","Cambérène,
                                                                                Dakar",""
"1732652172-1230","https://www.expat-dakar.com/ordinateurs?page=114","Venant","Apple","475 000 F Cfa","Mac Book Pro M1 ssd 512 Gb Ram 8 Gb","Cambérène,
                                                                                Dakar",""
